名前,タイプ,分類,威力,PP,説明,効果
ぜんりょくむそうげきれつけん,かくとう,とくしゅ,,1,ダミーデータ,Inflicts regular damage.
ファイナルダイブクラッシュ,ひこう,ぶつり,,1,Ｚパワーで勢いよく飛びあがり相手に向かって全力で落下。元になった技で威力が変わる。,Inflicts regular damage.
ファイナルダイブクラッシュ,ひこう,とくしゅ,,1,ダミーデータ,Inflicts regular damage.
アシッドポイズンデリート,どく,ぶつり,,1,Ｚパワーで毒の沼を湧きあがらせ全力で相手を沈める。元になった技で威力が変わる。,Inflicts regular damage.
アシッドポイズンデリート,どく,とくしゅ,,1,ダミーデータ,Inflicts regular damage.
ライジングランドオーバー,じめん,ぶつり,,1,Ｚパワーで地面の奥深くに潜り全力で相手にぶつかる。元になった技で威力が変わる。,Inflicts regular damage.
ライジングランドオーバー,じめん,とくしゅ,,1,ダミーデータ,Inflicts regular damage.
ワールズエンドフォール,いわ,ぶつり,,1,Ｚパワーで大きな岩山を呼びだし全力で相手にぶつける。元になった技で威力が変わる。,Inflicts regular damage.
ワールズエンドフォール,いわ,とくしゅ,,1,ダミーデータ,Inflicts regular damage.
ぜったいほしょくかいてんざん,むし,ぶつり,,1,Ｚパワーで吐きだした糸が全力で相手を縛りつける。元になった技で威力が変わる。,Inflicts regular damage.
ぜったいほしょくかいてんざん,むし,とくしゅ,,1,ダミーデータ,Inflicts regular damage.
むげんあんやへのいざない,ゴースト,ぶつり,,1,Ｚパワーで呼びよせた強い怨念が全力で相手に降りかかる。元になった技で威力が変わる。,Inflicts regular damage.
むげんあんやへのいざない,ゴースト,とくしゅ,,1,ダミーデータ,Inflicts regular damage.
ちょうぜつらせんれんげき,はがね,ぶつり,,1,Ｚパワーで高速回転をおこない全力で相手にぶつかる。元になった技で威力が変わる。,Inflicts regular damage.
ちょうぜつらせんれんげき,はがね,とくしゅ,,1,ダミーデータ,Inflicts regular damage.
ダイナミックフルフレイム,ほのお,ぶつり,,1,Ｚパワーで燃えさかる炎を吐きだし全力で相手にぶつける。元になった技で威力が変わる。,Inflicts regular damage.
ダイナミックフルフレイム,ほのお,とくしゅ,,1,ダミーデータ,Inflicts regular damage.
スーパーアクアトルネード,みず,ぶつり,,1,Ｚパワーで大きな渦潮を作り全力で相手を飲みこむ。元になった技で威力が変わる。,Inflicts regular damage.
スーパーアクアトルネード,みず,とくしゅ,,1,ダミーデータ,Inflicts regular damage.
ブルームシャインエクストラ,くさ,ぶつり,,1,Ｚパワーで草花のエネルギーを借り全力で相手を攻撃する。元になった技で威力が変わる。,Inflicts regular damage.
ブルームシャインエクストラ,くさ,とくしゅ,,1,ダミーデータ,Inflicts regular damage.
スパーキングギガボルト,でんき,ぶつり,,1,Ｚパワーで溜めた強い電気を全力で相手にぶつける。元になった技で威力が変わる。,Inflicts regular damage.
スパーキングギガボルト,でんき,とくしゅ,,1,ダミーデータ,Inflicts regular damage.
マキシマムサイブレイカー,エスパー,ぶつり,,1,Ｚパワーで相手を操り全力で痛い思いをさせる。元になった技で威力が変わる。,Inflicts regular damage.
マキシマムサイブレイカー,エスパー,とくしゅ,,1,ダミーデータ,Inflicts regular damage.
レイジングジオフリーズ,こおり,ぶつり,,1,Ｚパワーで気温を急激に下げ全力で相手を凍らせる。元になった技で威力が変わる。,Inflicts regular damage.
レイジングジオフリーズ,こおり,とくしゅ,,1,ダミーデータ,Inflicts regular damage.
アルティメットドラゴンバーン,ドラゴン,ぶつり,,1,Ｚパワーでオーラを実体化し全力で相手に襲いかかる。元になった技で威力が変わる。,Inflicts regular damage.
アルティメットドラゴンバーン,ドラゴン,とくしゅ,,1,ダミーデータ,Inflicts regular damage.
ブラックホールイクリプス,あく,ぶつり,,1,Ｚパワーで悪のエネルギーを集め全力で相手を吸いよせる。元になった技で威力が変わる。,Inflicts regular damage.
ブラックホールイクリプス,あく,とくしゅ,,1,ダミーデータ,Inflicts regular damage.
ラブリースターインパクト,フェアリー,ぶつり,,1,Ｚパワーで魅惑の空間を作り全力で相手をもてあそぶ。元になった技で威力が変わる。,Inflicts regular damage.
ラブリースターインパクト,フェアリー,とくしゅ,,1,ダミーデータ,Inflicts regular damage.
ひっさつのピカチュート,でんき,ぶつり,210,1,Ｚパワーで最大電力を身にまとったピカチュウが全力で相手に飛び掛る。,Inflicts regular damage.
すなあつめ,じめん,へんか,,5,最大ＨＰの半分自分のＨＰを回復する。すなあらしの時は多く回復。,"Heals the user for ? its max HP.  During a sandstorm, the healing is increased to ?."
であいがしら,むし,ぶつり,90,10,威力が高い技だが戦闘に出たらすぐに出さないと成功しない。,Inflicts regular damage. Can only be used on the user's first turn after entering the field.
トーチカ,どく,へんか,,10,相手の攻撃を防ぐと同時に触れた相手に毒を与えてしまう。,"Grants the user protection for the rest of the turn.  If a Pok?mon attempts to use a move that makes contact with the user, that Pok?mon will be poisoned.  This move's chance of success halves every time it's used consecutively with any other protection move."
かげぬい,ゴースト,ぶつり,80,10,攻撃と同時に相手の影を縫い付けて逃げられなくする。,Inflicts regular damage.  Traps the target.
ＤＤラリアット,あく,ぶつり,85,10,両腕を回し相手に当てる。相手の能力変化に関係なくダメージを与える。,"Inflicts regular damage.  Damage calculation ignores the target's stat modifiers, including evasion."
うたかたのアリア,みず,とくしゅ,90,10,歌うことによってたくさんのバルーンを放出する。技を受けるとやけどが治る。,"Inflicts regular damage.  If the target has a burn and takes damage from this move, its burn is healed."
アイスハンマー,こおり,ぶつり,100,10,強くて重いこぶしをふるってダメージを与える。自分の素早さがさがる。,"Inflicts regular damage, then lowers the user's Speed by one stage."
フラワーヒール,フェアリー,へんか,,10,最大ＨＰの半分相手のＨＰを回復する。グラスフィールドの時効果があがる。,"Heals the target for ? its max HP.  If grassy terrain is in effect, heals for ? instead."
１０まんばりき,じめん,ぶつり,95,10,全身を使って相手に猛アタックする。,Inflicts regular damage.
ちからをすいとる,くさ,へんか,,10,相手の攻撃力と同じだけ自分のＨＰを回復する。そして相手の攻撃をさげる。,"Lowers the target's Attack by one stage.  Heals the user by the target's current Attack, including modifiers, but not including this move's Attack-lowering effect.

If the target's Attack is already at -6, this move will fail.  In any other situation that would prevent a stat modification, the healing will still succeed."
ソーラーブレード,くさ,ぶつり,125,10,１ターン目に光をいっぱいに集め２ターン目にその力を剣に込めて攻撃する。,"Inflicts regular damage.  User charges for one turn before attacking.

During sunny day, the charge turn is skipped.

During hail, rain dance, or sandstorm, power is halved.

This move cannot be selected by sleep talk."
このは,くさ,ぶつり,40,40,はっぱを相手に当てて攻撃する。,Inflicts regular damage.
スポットライト,ノーマル,へんか,,15,ポケモンにスポットライトを当てそのターンにそのポケモンしか狙えないようにする。,"For the duration of the turn, if the target is also a valid target for a move used by one of its opponents, that move will target it instead."
どくのいと,どく,へんか,,20,毒の混じった糸を吹き付ける。相手を毒にして素早さをさげる。,Poisons the target and lowers its Speed by one stage.
とぎすます,ノーマル,へんか,,30,精神を集中して次の攻撃を必ず急所に当てる。,The user's next move will result in a critical hit.
アシストギア,はがね,へんか,,20,ギアを入れることによって特性プラスとマイナスの攻撃と特攻があがる。,Raises the Attack and Special Attack of all friendly Pok?mon with plus or minus by one stage.
じごくづき,あく,ぶつり,80,15,この技を受けた相手は地獄の苦しみから２ターンの間音の技を出すことができなくなる。,"Inflicts regular damage.  Silences the target for two turns, preventing it from using any sound-based moves."
かふんだんご,むし,とくしゅ,90,15,敵には爆発するだんごを使って攻撃。味方には回復するだんごを与える。,"If the target is an opponent, inflicts regular damage.  If the target is an ally, heals the target for 50% of its max HP."
アンカーショット,はがね,ぶつり,80,20,アンカーを相手にからませて攻撃する。相手は逃げることができなくなる。,Inflicts regular damage.  Traps the target.
サイコフィールド,エスパー,へんか,,10,５ターンの間地面にいると先制技を受けない。エスパータイプの威力があがる。,"Changes the terrain to Psychic Terrain for 5 turns.  Overrides electric terrain, grassy terrain, and misty terrain.

All Pok?mon on the ground are immune to moves with priority greater than 0.  (Moves that target the field rather than individual Pok?mon, such as spikes, are not affected.)  Additionally, when a Pok?mon on the ground uses a psychic-type move, that move's power is increased to 1.5×.

If a Pok?mon is holding a Terrain Extender when creating Psychic Terrain (by any means), the effect lasts for 8 turns instead of 5."
とびかかる,むし,ぶつり,80,15,全力で相手に飛びかかって攻撃。相手の攻撃をさげる。,Inflicts regular damage.  Lowers the target's Attack by one stage.
ほのおのムチ,ほのお,ぶつり,80,15,焼けたムチで相手を打ちつける。攻撃を受けた相手は防御がさがる。,Inflicts regular damage.  Lowers the target's Defense by one stage.
つけあがる,あく,ぶつり,20,10,自分の強さを鼻高々に攻撃する。自分の能力があがっているほど威力があがる。,"Inflicts regular damage.  Power is increased by 100% its original value for every stage any of the user's stats have been raised.  Accuracy, evasion, and lowered stats do not affect this move's power.  For a Pok?mon with all five stats modified to +6, this move's power is 31×."
もえつきる,ほのお,とくしゅ,130,5,全身のほのおをすべて燃やして大ダメージを与える。自分のほのおタイプがなくなる。,"Inflicts regular damage.  Removes the user's fire type after damage calculation.  If the user is not fire-type, this move will fail."
スピードスワップ,エスパー,へんか,,10,相手の素早さと自分の素早さを入れ替えてしまう。,Exchanges the original Speed stats of the user and target.
スマートホーン,はがね,ぶつり,70,10,とがったつので相手を突き刺して攻撃する。攻撃は必ず命中する。,Inflicts regular damage.  Ignores accuracy and evasion modifiers.
じょうか,どく,へんか,,20,相手の状態異常を治す。治すと自分はＨＰを回復することができる。,"Cures the target of its major status ailment and heals the user for 50% of its max HP.  If the target has no major status ailment, this move will fail."
めざめるダンス,ノーマル,とくしゅ,90,15,全力で踊って攻撃する。この技のタイプは自分のタイプと同じになる。,"Inflicts regular damage.  This move's type matches the user's first type, if any; otherwise, it's typeless."
コアパニッシャー,ドラゴン,とくしゅ,100,10,ダメージを与えた相手がすでに行動を終えていたら相手の特性を消してしまう。,"Inflicts regular damage.  If the target has already moved this turn, its ability is nullified."
トロピカルキック,くさ,ぶつり,70,15,南国由来の熱いキックを相手に浴びせる。相手の攻撃をさげる。,Inflicts regular damage.  Lowers the target's Attack by one stage.
さいはい,エスパー,へんか,,15,相手が出した技を指示してもう一度出させることができる。,"The target immediately uses its most recently-used move.  This is independent of the target's normal action for the turn (i.e., it may end up moving twice), but otherwise functions as usual, including deduction of PP.  This effect works for disabled moves and ignores torment."
くちばしキャノン,ひこう,ぶつり,100,15,最初にクチバシを加熱してから攻撃をくりだす。加熱中にさわるとやけどする。,"Begins charging at the start of the turn, then attacks as normal.  Any Pok?mon that makes contact with the user while charging is burned.  The charging is not affected by accuracy, sleep, paralysis, or any other effect that would interfere with a move."
スケイルノイズ,ドラゴン,とくしゅ,110,5,全身のうろこをこすり大きな音を出して攻撃する。攻撃後自分の防御がさがる。,Inflicts regular damage.  Lowers the user's Defense by one stage.
ドラゴンハンマー,ドラゴン,ぶつり,90,15,体をハンマーのように使って相手に襲いかかりダメージを与える。,Inflicts regular damage.
ぶんまわす,あく,ぶつり,60,20,自分の体をぶんまわして相手にダメージを与える。,Inflicts regular damage.
オーロラベール,こおり,へんか,,20,５ターンの間物理と特殊のダメージを弱める。あられの時しか出すことができない。,"Places the Aurora Veil effect on the user's side of the field for the next 5 turns.  If the weather is not hail, or the weather is disabled by the effects of cloud nine or air lock, this move will fail.

Any regular damage dealt to an affected Pok?mon is reduced by ?.  (If there are multiple Pok?mon on the affected field, the reduction is ?.)"
シャドーアローズストライク,ゴースト,ぶつり,180,1,Ｚパワーで無数の矢を作りだしたジュナイパーが全力で相手を射抜く攻撃。,Inflicts regular damage.
ハイパーダーククラッシャー,あく,ぶつり,180,1,Ｚパワーでタフな肉体を得たガオガエンが全力で相手にぶつかって攻撃する。,Inflicts regular damage.
わだつみのシンフォニア,みず,とくしゅ,195,1,Ｚパワーで大量の水を呼んだアシレーヌが全力で相手を攻撃する。,Inflicts regular damage.
ガーディアン・デ・アローラ,フェアリー,とくしゅ,,1,Ｚパワーでアローラの力を得たとちがみポケモン全力の攻撃。相手の残りＨＰをたくさん減らす。,Inflicts direct damage equal to ? of the target's remaining HP.
しちせいだっこんたい,ゴースト,ぶつり,195,1,Ｚパワーを得たマーシャドーがパンチとキックの連続技を全力で相手に叩き込む。,Inflicts regular damage.
ライトニングサーフライド,でんき,とくしゅ,175,1,Ｚパワーを得たアローラ地方のライチュウが全力で攻撃する。相手をまひ状態にする。,Inflicts regular damage.  Has a 100% chance to paralyze the target.
ほんきをだす　こうげき,ノーマル,ぶつり,210,1,Ｚパワーで本気を出したカビゴンが巨体を躍動させて全力で相手に襲いかかる。,Inflicts regular damage.
ナインエボルブースト,ノーマル,へんか,,1,Ｚパワーを得たイーブイが進化した仲間たちの力を借りて能力をぐーんと上げる。,"Raises the user's Attack, Defense, Special Attack, Special Defense, and Speed by two stages each."
オリジンズスーパーノヴァ,エスパー,とくしゅ,185,1,Ｚパワーを得たミュウが全力で相手を攻撃する。足元がサイコフィールドになる。,"Inflicts regular damage, then (if successful) changes the terrain to psychic terrain."
トラップシェル,ほのお,とくしゅ,150,5,こうらのトラップをしかける。相手が物理技を出すと爆発してダメージを与える。,"Inflicts regular damage.  If the user was not yet hit by an opponent's physical move this turn, this move will fail."
フルールカノン,フェアリー,とくしゅ,130,5,強力なビームを放ったあと自分の特攻ががくっとさがる。,"Inflicts regular damage, then lowers the user's Special Attack by two stages."
サイコファング,エスパー,ぶつり,85,10,サイコパワーでかみついて相手を攻撃する。ひかりのかべやリフレクターなども破壊できる。,"Destroys any light screen or reflect on the target's side of the field, then inflicts regular damage."
じだんだ,じめん,ぶつり,75,10,悔しさをバネにして攻撃する。前のターンに技を外していると威力が倍になる。,"Inflicts regular damage.  Power is doubled if the user's last move failed for any reason (i.e., produced the message ""But it failed!"") or was ineffective due to types."
シャドーボーン,ゴースト,ぶつり,85,10,魂の宿ったホネで相手をなぐりつけて攻撃する。相手の防御をさげることがある。,Inflicts regular damage.  Has a 20% chance to lower the target's Defense by one stage.
アクセルロック,いわ,ぶつり,40,20,素早いスピードで相手にぶつかって攻撃する。必ず先制攻撃できる。,Inflicts regular damage.
アクアブレイク,みず,ぶつり,85,10,水の力で相手にぶつかって攻撃する。相手の防御をさげることがある。,Inflicts regular damage.  Has a 20% chance to lower the target's Defense by one stage.
プリズムレーザー,エスパー,とくしゅ,160,10,プリズムの力で強力な光線を発射する。次のターンは動けなくなる。,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn."
シャドースチール,ゴースト,ぶつり,90,10,相手の影に潜り込み相手の能力アップを奪って攻撃する。,"Steals the target's stat increases, then inflicts regular damage.  Will not steal stat increases that would put any of the user's stats at more than +6; any excess is left on the target.  Stolen increases are affected by abilities as normal."
メテオドライブ,はがね,ぶつり,100,5,流星のような勢いで突進する。相手の特性を無視して攻撃することができる。,"Inflicts regular damage.  Other Pok?mon's abilities cannot activate in response to this move.  In particular, it hits through disguise"
シャドーレイ,ゴースト,とくしゅ,100,5,怪しい光線を放って攻撃する。相手の特性を無視して攻撃することができる。,"Inflicts regular damage.  Other Pok?mon's abilities cannot activate in response to this move.  In particular, it hits through disguise"
なみだめ,ノーマル,へんか,,20,なみだめになって相手の戦力を喪失させる。相手の攻撃と特攻がさがる。,Lowers the target's Attack and Special Attack by one stage each.
びりびりちくちく,でんき,ぶつり,80,10,相手にぶつかって強力な電気を浴びせびりびりちくちくさせる。相手をひるませることがある。,Inflicts regular damage.  Has a 30% chance to make the target flinch.
しぜんのいかり,フェアリー,とくしゅ,,10,自然の怒りを相手にぶつける。相手のＨＰは半分になる。,Inflicts typeless damage equal to half the target's remaining HP.
マルチアタック,ノーマル,ぶつり,120,10,高いエネルギーをまといつつ相手にぶつかって攻撃する。メモリによりタイプが変わる。,"Inflicts regular damage.  If the user is holding a plate or a drive, this move's type is the type corresponding to that item.

Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates."
１０００まんボルト,でんき,とくしゅ,195,1,帽子をかぶったピカチュウがＺパワーでパワーアップした電撃を放つ。急所に当たりやすい。,Inflicts regular damage.
ビックリヘッド,ほのお,とくしゅ,150,5,自分の頭を爆発させて周りのすべてを攻撃する。自分もダメージを受けてしまう。,"Inflicts damage, and the user takes damage equal to half of its max HP, rounded up. The user still takes damage if the move is blocked by Protect or Substitute, misses, or if the target has Flash Fire."
プラズマフィスト,でんき,ぶつり,100,15,電気をまとったこぶしで攻撃。ノーマルタイプの技をでんきタイプにしてしまう。,"After inflicting damage, all Normal-type moves become Electric-type for the remainder of the turn, including status moves. This effect is applied after move type-changing abilities, such as Pixilate and Normalize."
フォトンゲイザー,エスパー,とくしゅ,100,5,光の柱で攻撃する。攻撃と特攻を比べて高いほうでダメージを与える。,Inflicts regular damage.
てんこがすめつぼうのひかり,エスパー,とくしゅ,200,1,ネクロズマが相手の特性の効果を無視して攻撃と特攻の高いほうでダメージを与える。,"Inflicts damage using either Attack or Special Attack stat, whichever is higher. Determining which stat is used takes into account stat changes but not held items or abilities."
サンシャインスマッシャー,はがね,ぶつり,200,1,Ｚパワーを得たソルガレオが全力で攻撃する。相手の特性の効果を無視できる。,"Inflicts regular damage.  Other Pok?mon's abilities cannot activate in response to this move.  In particular, it hits through disguise"
ムーンライトブラスター,ゴースト,とくしゅ,200,1,Ｚパワーを得たルナアーラが全力で攻撃する。相手の特性の効果を無視できる。,"Inflicts regular damage.  Other Pok?mon's abilities cannot activate in response to this move.  In particular, it hits through disguise"
ぽかぼかフレンドタイム,フェアリー,ぶつり,190,1,Ｚパワーを得たミミッキュが全力でぽかぽか攻撃。,Inflicts regular damage.
ラジアルエッジストーム,いわ,ぶつり,190,1,Ｚパワーを得たルガルガンが全力で攻撃する。追加でフィールド状態を打ち消す。,Inflicts damage and removes any terrain present on the battlefield.
ブレイジングソウルビート,ドラゴン,とくしゅ,185,1,Ｚパワーを得たジャラランガが全力で相手を攻撃する。追加で自分の能力が上がる。,"Inflicts sound-based damage to all opposing Pok?mon and increases the user's Attack, Defense, Special Attack, Special Defense, and Speed by one stage each. The user's stats are not raised if the move fails to damage any opposing Pok?mon."
ばちばちアクセル,でんき,ぶつり,80,10,猛スピードの電撃アタック。必ず先制攻撃できて急所にあたる。,Inflicts regular damage.
ざぶざぶサーフ,みず,とくしゅ,90,15,大きな波に電気をあびせ相手にぶつけて攻撃する。まひ状態にすることがある。,Inflicts regular damage.
ふわふわフォール,ひこう,ぶつり,90,15,ふんわりと浮かびあがり一気に急降下して攻撃。相手をひるませることがある。,Inflicts regular damage.
ピカピカサンダー,でんき,とくしゅ,,20,ピカチュウのトレーナーへの大好きな気持ちが強いほど威力があがる電撃。必ず命中する。,Inflicts regular damage.
いきいきバブル,みず,とくしゅ,60,20,水のかたまりをぶつけて攻撃。水を吸いとりダメージの半分のHPを回復する。,Inflicts regular damage.
びりびりエレキ,でんき,とくしゅ,60,20,電気を飛ばし相手にあびせて攻撃する。相手をまひ状態にする。,Inflicts regular damage.
めらめらバーン,ほのお,ぶつり,60,20,炎をまとった体で勢いよく相手にぶつかる。相手をやけど状態にする。,Inflicts regular damage.
どばどばオーラ,エスパー,とくしゅ,80,15,念力をこれでもかとあびせる。相手の特殊攻撃を弱める不思議なかべをつくりだす。,Inflicts regular damage.
わるわるゾーン,あく,とくしゅ,80,15,わるさをアピールして攻撃。相手の物理攻撃を弱める不思議なかべをつくりだす。,Inflicts regular damage.
すくすくボンバー,くさ,ぶつり,100,10,巨大なツルを生やしタネを撒きちらかして攻撃する。タネは毎ターン相手のHPを吸いとる。,Inflicts regular damage.
こちこちフロスト,こおり,とくしゅ,100,10,冷たく凍ったくろいきりの結晶で攻撃。全員の能力変化をもとにもどす。,Inflicts regular damage.
きらきらストーム,フェアリー,とくしゅ,120,5,むせかえるような香りの竜巻で相手をつつんで攻撃。味方の状態異常を回復する。,Inflicts regular damage.
ブイブイブレイク,ノーマル,ぶつり,,20,イーブイのトレーナーへの大好きな気持ちが強いほど威力があがる体当たり。必ず命中する。,Inflicts regular damage.
ダブルパンツァー,はがね,ぶつり,60,5,胸のナットを軸に回転して２回続けてうでをたたきつける。相手をひるませることがある。,Inflicts regular damage.  Hits twice in one turn.
ダイウォール,ノーマル,へんか,,10,相手の攻撃をまったく受けない。連続でだすと失敗しやすい。,"No moves will hit the user for the remainder of this turn.  If the user is last to act this turn, this move will fail.

If the user successfully used detect, endure, protect, quick guard, or wide guard on the last turn, this move has a 50% chance to fail.

lock on, mind reader, and no guard provide a (100 ? accuracy)% chance for moves to break through this move.  This does not apply to one-hit KO moves (fissure, guillotine, horn drill, and sheer cold); those are always blocked by this move.

thunder during rain dance and blizzard during hail have a 30% chance to break through this move.

The following effects are not prevented by this move:

* acupressure from an ally
* curse's curse effect
* Delayed damage from doom desire and future sight; however, these moves will be prevented if they are used this turn
* feint, which will also end this move's protection after it hits
* imprison
* perish song
* shadow force
* Moves that merely copy the user, such as transform or psych up

This move cannot be selected by assist or metronome."
ダイマックスほう,ドラゴン,とくしゅ,100,5,コアからビームを放って攻撃。相手がダイマックスしているとダメージは２倍になる。,"Inflicts regular damage, then (if successful) sets light screen on the user's side of the field."
ねらいうち,みず,とくしゅ,80,15,相手の技を引き受ける特性や技の影響を無視して選んだ相手を攻撃できる。,"Inflicts regular damage, then (if successful) sets reflect on the user's side of the field."
くらいつく,あく,ぶつり,80,10,お互いひんしになるまで交代ができなくなる。どちらかのポケモンがいなくなると効果は消える。,"Inflicts regular damage, then (if successful) sets leech seed on the target."
ほおばる,ノーマル,へんか,,10,持っているきのみを食べて防御をぐーんとあげる。,"Inflicts regular damage, then (if successful) removes major status effects from every Pok?mon in the user's party."
はいすいのじん,かくとう,へんか,,5,自分のすべての能力が上がるが交代したり逃げることができなくなる。,"Inflicts regular damage.  Hits twice in one turn, with a 100% chance to make the target flinch."
タールショット,いわ,へんか,,15,ねばねばのタールを浴びせて相手の素早さを下げる。相手はほのおが弱点になる。,
まほうのこな,エスパー,へんか,,20,まほうのこなを浴びせて相手をエスパータイプに変化させる。,
ドラゴンアロー,ドラゴン,ぶつり,50,10,ドラメシヤで２回攻撃。相手が２匹いるときはそれぞれに１回ずつ攻撃する。,
おちゃかい,ノーマル,へんか,,10,おちゃかいをひらいて場にいるポケモンがそれぞれ持っているきのみを食べる。,
たこがため,かくとう,へんか,,15,相手を逃げられなくする。かためられた相手は毎ターン防御と特防が下がる。,
でんげきくちばし,でんき,ぶつり,85,10,電気をまとったくちばしで刺す。相手より先に攻撃できると技の威力は２倍になる。,
エラがみ,みず,ぶつり,85,10,かたいエラでかみつく。相手より先に攻撃できると技の威力は２倍になる。,
コートチェンジ,ノーマル,へんか,,10,不思議な力でお互いの場の効果を入れ替える。,
ダイバーン,ほのお,ぶつり,100,10,ダイマックスしたポケモンが繰りだすほのおタイプの攻撃。５ターンの間日差しを強くする。,Inflicts regular damage.
ダイワーム,むし,ぶつり,10,10,ダイマックスしたポケモンが繰りだすむしタイプの攻撃。相手の特攻を下げる。,Inflicts regular damage.
ダイサンダー,でんき,ぶつり,10,10,ダイマックスしたポケモンが繰りだすでんきタイプの攻撃。５ターンの間エレキフィールドにする。,Inflicts regular damage.
ダイアタック,ノーマル,ぶつり,10,10,ダイマックスしたポケモンが繰りだすノーマルタイプの攻撃。相手の素早さを下げる。,Inflicts regular damage.
ダイナックル,かくとう,ぶつり,10,10,ダイマックスしたポケモンが繰りだすかくとうタイプの攻撃。味方の攻撃を上げる。,Inflicts regular damage.
ダイホロウ,ゴースト,ぶつり,10,10,ダイマックスしたポケモンが繰りだすゴーストタイプの攻撃。相手の防御を下げる。,Inflicts regular damage.
ダイアイス,こおり,ぶつり,10,10,ダイマックスしたポケモンが繰りだすこおりタイプの攻撃。５ターンの間あられを降らす。,Inflicts regular damage.
ダイアシッド,どく,ぶつり,10,10,ダイマックスしたポケモンが繰りだすどくタイプの攻撃。味方の特攻を上げる。,Inflicts regular damage.
ダイストリーム,みず,ぶつり,10,10,ダイマックスしたポケモンが繰りだすみずタイプの攻撃。５ターンの間雨を降らせる。,Inflicts regular damage.
ダイジェット,ひこう,ぶつり,10,10,ダイマックスしたポケモンが繰りだすひこうタイプの攻撃。味方の素早さを上げる。,Inflicts regular damage.
ダイフェアリー,フェアリー,ぶつり,10,10,ダイマックスしたポケモンが繰りだすフェアリータイプの攻撃。５ターンの間ミストフィールドにする。,Inflicts regular damage.
ダイドラグーン,ドラゴン,ぶつり,10,10,ダイマックスしたポケモンが繰りだすドラゴンタイプの攻撃。相手の攻撃を下げる。,Inflicts regular damage.
ダイサイコ,エスパー,ぶつり,10,10,ダイマックスしたポケモンが繰りだすエスパータイプの攻撃。５ターンの間サイコフィールドにする。,Inflicts regular damage.
ダイロック,いわ,ぶつり,10,10,ダイマックスしたポケモンが繰りだすいわタイプの攻撃。５ターンの間砂あらしにする。,Inflicts regular damage.
ダイアース,じめん,ぶつり,10,10,ダイマックスしたポケモンが繰りだすじめんタイプの攻撃。味方の特防を上げる。,Inflicts regular damage.
ダイアーク,あく,ぶつり,10,10,ダイマックスしたポケモンが繰りだすあくタイプの攻撃。相手の特防を下げる。,Inflicts regular damage.
ダイソウゲン,くさ,ぶつり,10,10,ダイマックスしたポケモンが繰りだすくさタイプの攻撃。５ターンの間グラスフィールドにする。,Inflicts regular damage.
ダイスチル,はがね,ぶつり,10,10,ダイマックスしたポケモンが繰りだすはがねタイプの攻撃。味方の防御を上げる。,Inflicts regular damage.
ソウルビート,ドラゴン,へんか,,5,自分のＨＰを少し削ってすべての能力を上げる。,
ボディプレス,かくとう,ぶつり,80,10,体をぶつけて攻撃。防御が高いほど与えるダメージが増える。,
デコレーション,フェアリー,へんか,,15,かざりつけをすることで相手の攻撃と特攻をぐーんと上げる。,
ドラムアタック,くさ,ぶつり,80,10,ドラムの根っこをドラミングでコントロールしてこうげきすることで相手の素早さを下げる。,Inflicts regular damage.  Has a 100% chance to lower the target's Speed by one stage.
トラバサミ,くさ,ぶつり,35,15,トラバサミで捕らえて４－５ターンの間相手をはさんで攻撃する。,"Inflicts regular damage.  For the next 2?5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect."
かえんボール,ほのお,ぶつり,120,5,小石を燃やした炎のボールで相手を攻撃する。やけど状態にすることがある。,Inflicts regular damage.  Has a 10% chance to burn the target.
きょじゅうざん,はがね,ぶつり,100,5,巨大な剣となり切りかかる。相手がダイマックスしているとダメージは２倍になる。,
きょじゅうだん,はがね,ぶつり,100,5,巨大な盾となりぶつかる。相手がダイマックスしているとダメージは２倍になる。,
オーラぐるま,でんき,ぶつり,110,10,ほほぶくろに溜めたエネルギーで攻撃し自分の素早さをあげる。モルペコの姿でタイプが変わる。,
ワイドブレイカー,ドラゴン,ぶつり,60,15,きょうじんなしっぽを激しくふりはらって相手を攻撃する。相手の攻撃を下げる。,Inflicts regular damage.  Lowers the target's Attack by one stage.
えだづき,くさ,ぶつり,40,40,するどくとがった枝で相手を突いて攻撃する。,Inflicts regular damage.
オーバードライブ,でんき,とくしゅ,80,10,ギターやベースをかきならして激しく響く大きな振動を相手に与えて攻撃する。,
りんごさん,くさ,とくしゅ,80,10,すっぱいりんごからつくりだした酸性の液体で攻撃。相手の特防を下げる。,
Ｇのちから,くさ,ぶつり,80,10,高いところからりんごを落としてダメージを与える。相手の防御を下げる。,Inflicts regular damage.  Lowers the target's Defense by one stage.
ソウルクラッシュ,フェアリー,ぶつり,75,15,食らうとくじけるほどの勢いで攻撃。相手の特攻を下げる。,Inflicts regular damage.  Has a 100% chance to lower the target's Special Attack by one stage.
